Store Name	Product Link	Set Code	Card Name	Foil	Lang	Card Price	Stock	Expected USD Profit	Expected ROI	Weight	Tier
Hareruya	https://www.hareruyamtg.com/ja/products/detail/120991?lang=EN	BRR	Mox Amber		EN	22.95	6	0.299999	1.30719	0.392156	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/120992?lang=JP	BRR	Mystic Forge		JP	2.14	12	0.91	42.5234	38.6963	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121055?lang=JP	BRR	Mystic Forge (Schematic)		JP	3.82	11	2.58	67.5393	174.251	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121147?lang=JP	BRR	Mystic Forge	Foil	JP	6.12	2	2.11	34.4771	72.7467	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121210?lang=JP	BRR	Mystic Forge (Schematic)	Foil	JP	6.88	4	8.39	121.948	1023.14	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/120997?lang=JP	BRR	Platinum Angel		JP	1.14	41	1.36	119.298	162.246	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121060?lang=JP	BRR	Platinum Angel (Schematic)		JP	1.91	23	0.88	46.0733	40.5445	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121152?lang=JP	BRR	Platinum Angel	Foil	JP	3.82	1	1.48	38.7435	57.3403	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121215?lang=JP	BRR	Platinum Angel (Schematic)	Foil	JP	6.12	11	1.46	23.8562	34.8301	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121216?lang=JP	BRR	Precursor Golem (Schematic)	Foil	JP	0.38	17	0.1	26.3158	2.63158	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121155?lang=JP	BRR	Psychosis Crawler	Foil	JP	0.38	12	0.15	39.4737	5.92105	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121218?lang=JP	BRR	Psychosis Crawler (Schematic)	Foil	JP	1.14	19	0.1	8.77193	0.877193	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121001?lang=JP	BRR	Quicksilver Amulet		JP	0.38	33	0.07	18.4211	1.28947	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121064?lang=JP	BRR	Quicksilver Amulet (Schematic)		JP	0.38	13	0.07	18.4211	1.28947	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121156?lang=JP	BRR	Quicksilver Amulet	Foil	JP	0.76	48	0.67	88.1579	59.0658	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121157?lang=JP	BRR	Quietus Spike	Foil	JP	0.38	37	0.02	5.26316	0.105263	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121220?lang=JP	BRR	Quietus Spike (Schematic)	Foil	JP	0.38	33	0.2	52.6316	10.5263	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121003?lang=JP	BRR	Ramos, Dragon Engine		JP	0.76	13	1.56	205.263	320.211	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121066?lang=JP	BRR	Ramos, Dragon Engine (Schematic)		JP	1.37	37	2.42	176.642	427.474	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121005?lang=JP	BRR	Scrap Trawler		JP	0.38	37	0.09	23.6842	2.13158	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121223?lang=JP	BRR	Scrap Trawler (Schematic)	Foil	JP	2.29	9	1.03	44.9782	46.3275	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121223?lang=EN	BRR	Scrap Trawler (Schematic)	Foil	EN	1.53	1	1.79	116.993	209.418	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121224?lang=JP	BRR	Sculpting Steel (Schematic)	Foil	JP	1.53	5	0.74	48.366	35.7908	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121161?lang=EN	BRR	Sculpting Steel	Foil	EN	0.76	3	0.19	25	4.75	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121163?lang=JP	BRR	Semblance Anvil	Foil	JP	0.76	21	0.59	77.6316	45.8026	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121226?lang=JP	BRR	Semblance Anvil (Schematic)	Foil	JP	0.76	2	1.86	244.737	455.21	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121012?lang=JP	BRR	Staff of Domination		JP	1.14	40	0.85	74.5614	63.3772	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121075?lang=JP	BRR	Staff of Domination (Schematic)		JP	1.37	36	0.62	45.2555	28.0584	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121230?lang=JP	BRR	Staff of Domination (Schematic)	Foil	JP	4.59	4	3.19	69.4989	221.702	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121012?lang=EN	BRR	Staff of Domination		EN	1.53	7	0.46	30.0654	13.8301	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121231?lang=JP	BRR	Sundering Titan (Schematic)	Foil	JP	3.06	4	0.85	27.7778	23.6111	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121014?lang=JP	BRR	Swiftfoot Boots		JP	0.22	40	0.08	36.3636	2.90909	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121169?lang=JP	BRR	Swiftfoot Boots	Foil	JP	0.61	121	1.51	247.541	373.787	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121232?lang=JP	BRR	Swiftfoot Boots (Schematic)	Foil	JP	0.76	21	1.36	178.947	243.368	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121014?lang=EN	BRR	Swiftfoot Boots		EN	0.22	94	0.08	36.3636	2.90909	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121232?lang=EN	BRR	Swiftfoot Boots (Schematic)	Foil	EN	1.53	3	0.59	38.5621	22.7516	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121080?lang=JP	BRR	Unwinding Clock (Schematic)		JP	1.14	37	1.82	159.649	290.561	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121172?lang=JP	BRR	Unwinding Clock	Foil	JP	1.53	36	3.77	246.405	928.948	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121235?lang=JP	BRR	Unwinding Clock (Schematic)	Foil	JP	5.35	86	1.45	27.1028	39.2991	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121173?lang=JP	BRR	Well of Lost Dreams	Foil	JP	0.38	10	0.3	78.9474	23.6842	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121236?lang=JP	BRR	Well of Lost Dreams (Schematic)	Foil	JP	0.38	1	0.23	60.5263	13.9211	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121019?lang=JP	BRR	Wurmcoil Engine		JP	8.26	5	3.04	36.8039	111.884	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121082?lang=JP	BRR	Wurmcoil Engine (Schematic)		JP	11.47	18	2.76	24.0628	66.4132	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/121174?lang=JP	BRR	Wurmcoil Engine	Foil	JP	13.77	8	3.41	24.764	84.4452	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126070?lang=JP	DMR	Enlightened Tutor	Foil	JP	9.18	25	9.61	104.684	1006.01	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126095?lang=JP	DMR	Swords to Plowshares	Foil	JP	1.53	6	0.0400001	2.61438	0.104575	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126101?lang=JP	DMR	Wrath of God	Foil	JP	1.53	1	1.01	66.0131	66.6732	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126109?lang=JP	DMR	Counterspell	Foil	JP	0.76	19	0.21	27.6316	5.80263	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126124?lang=JP	DMR	Mystical Tutor	Foil	JP	6.88	13	1.99	28.9244	57.5596	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126133?lang=JP	DMR	Time Stretch	Foil	JP	4.59	32	0.65	14.1612	9.20479	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126159?lang=JP	DMR	No Mercy	Foil	JP	3.82	13	6.89	180.366	1242.73	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126159?lang=EN	DMR	No Mercy	Foil	EN	7.65	2	3.06	40	122.4	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126165?lang=JP	DMR	Royal Assassin	Foil	JP	0.38	24	0.02	5.26316	0.105263	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126172?lang=JP	DMR	Vampiric Tutor	Foil	JP	26.78	10	8.61	32.1509	276.819	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126174?lang=JP	DMR	Yawgmoth, Thran Physician	Foil	JP	19.13	22	0.0100002	0.0522733	0.000522745	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126174?lang=EN	DMR	Yawgmoth, Thran Physician	Foil	EN	19.13	1	0.0100002	0.0522733	0.000522745	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126185?lang=JP	DMR	Gamble	Foil	JP	3.82	26	0.4	10.4712	4.18848	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126192?lang=JP	DMR	Lightning Reflexes	Foil	JP	0.15	21	0.11	73.3333	8.06666	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126192?lang=EN	DMR	Lightning Reflexes	Foil	EN	0.15	21	0.11	73.3333	8.06666	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126197?lang=JP	DMR	Pashalik Mons	Foil	JP	0.38	6	0.03	7.89474	0.236842	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126203?lang=JP	DMR	Sneak Attack	Foil	JP	7.65	24	0.579999	7.58169	4.39737	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126223?lang=JP	DMR	Exploration	Foil	JP	6.12	53	2.61	42.6471	111.309	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126223?lang=EN	DMR	Exploration	Foil	EN	7.65	10	1.08	14.1176	15.247	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126234?lang=JP	DMR	Nature's Lore	Foil	JP	1.14	22	0.61	53.5088	32.6404	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126235?lang=JP	DMR	Nut Collector	Foil	JP	0.76	3	0.67	88.1579	59.0658	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126243?lang=JP	DMR	Sylvan Library	Foil	JP	19.13	8	8.9	46.5238	414.062	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126249?lang=JP	DMR	Worldly Tutor	Foil	JP	7.65	58	3.5	45.7516	160.131	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126268?lang=JP	DMR	Tiana, Ship's Caretaker	Foil	JP	0.22	60	0.01	4.54546	0.0454546	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126268?lang=EN	DMR	Tiana, Ship's Caretaker	Foil	EN	0.22	4	0.01	4.54546	0.0454546	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126280?lang=JP	DMR	Life // Death	Foil	JP	0.22	23	0.01	4.54546	0.0454546	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126280?lang=EN	DMR	Life // Death	Foil	EN	0.22	7	0.01	4.54546	0.0454546	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126281?lang=JP	DMR	Crawlspace	Foil	JP	1.53	33	0.37	24.183	8.94771	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126287?lang=EN	DMR	Gauntlet of Power	Foil	EN	3.06	4	0.29	9.47713	2.74837	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126303?lang=JP	DMR	Urza's Incubator	Foil	JP	6.12	15	16.3	266.34	4341.34	A
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126303?lang=EN	DMR	Urza's Incubator	Foil	EN	15.3	1	7.12	46.5359	331.336	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126305?lang=JP	DMR	Clifftop Retreat	Foil	JP	2.29	49	0.37	16.1572	5.97817	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126305?lang=EN	DMR	Clifftop Retreat	Foil	EN	2.29	2	0.37	16.1572	5.97817	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126313?lang=JP	DMR	Isolated Chapel	Foil	JP	2.29	28	0.58	25.3275	14.6899	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126322?lang=JP	DMR	Sulfur Falls	Foil	JP	1.91	7	0.51	26.7016	13.6178	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126325?lang=JP	DMR	Woodland Cemetery	Foil	JP	1.53	32	1.23	80.3922	98.8824	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125880?lang=JP	DMR	Enlightened Tutor (Retro Frame)		JP	9.79	20	3.21	32.7886	105.251	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126019?lang=JP	DMR	Enlightened Tutor (Borderless)		JP	11.47	13	1.53	13.3391	20.4089	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126476?lang=JP	DMR	Enlightened Tutor (Borderless)	Foil	JP	19.13	49	6.51	34.0303	221.537	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126477?lang=JP	DMR	Lyra Dawnbringer (Borderless)	Foil	JP	11.47	16	4.07	35.4839	144.419	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126028?lang=JP	DMR	Mystical Tutor (Borderless)		JP	6.12	49	0.0300002	0.490201	0.0147061	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126485?lang=JP	DMR	Mystical Tutor (Borderless)	Foil	JP	11.47	32	1.42	12.3801	17.5798	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126486?lang=JP	DMR	Time Stretch (Borderless)	Foil	JP	7.65	13	1	13.0719	13.0719	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125925?lang=JP	DMR	No Mercy (Retro Frame)		JP	3.82	11	4.12	107.853	444.356	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126382?lang=JP	DMR	No Mercy (Retro Frame)	Foil	JP	7.65	21	5.18	67.7124	350.75	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126491?lang=JP	DMR	No Mercy (Borderless)	Foil	JP	9.18	37	5.94	64.7059	384.353	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125925?lang=EN	DMR	No Mercy (Retro Frame)		EN	7.65	8	0.29	3.79084	1.09934	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126034?lang=EN	DMR	No Mercy (Borderless)		EN	7.65	15	0.34	4.44444	1.51111	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126492?lang=JP	DMR	Oversold Cemetery (Borderless)	Foil	JP	2.29	31	0.11	4.8035	0.528386	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125931?lang=JP	DMR	Vampiric Tutor (Retro Frame)		JP	22.95	4	7.04	30.6754	215.955	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126037?lang=JP	DMR	Vampiric Tutor (Borderless)		JP	22.95	23	7.04	30.6754	215.955	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126388?lang=JP	DMR	Vampiric Tutor (Retro Frame)	Foil	JP	49.74	7	13.66	27.4628	375.142	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126494?lang=JP	DMR	Vampiric Tutor (Borderless)	Foil	JP	38.26	2	30.24	79.0382	2390.11	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125956?lang=JP	DMR	Exploration (Retro Frame)		JP	6.12	3	0.37	6.04575	2.23693	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126420?lang=JP	DMR	Nature's Lore (Retro Frame)	Foil	JP	4.59	4	2.36	51.4161	121.342	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126421?lang=JP	DMR	Nut Collector (Retro Frame)	Foil	JP	1.53	21	0.28	18.3007	5.12418	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125967?lang=JP	DMR	Sylvan Library (Retro Frame)		JP	19.13	7	2.13	11.1343	23.7162	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126048?lang=JP	DMR	Sylvan Library (Borderless)		JP	19.13	9	7.87	41.1396	323.769	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126505?lang=JP	DMR	Sylvan Library (Borderless)	Foil	JP	49.59	8	20.37	41.0768	836.735	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125970?lang=JP	DMR	Worldly Tutor (Retro Frame)		JP	7.65	13	1.23	16.0784	19.7765	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126427?lang=JP	DMR	Worldly Tutor (Retro Frame)	Foil	JP	11.47	27	3.89	33.9146	131.928	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126506?lang=JP	DMR	Worldly Tutor (Borderless)	Foil	JP	11.47	33	5.21	45.4228	236.653	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126049?lang=EN	DMR	Worldly Tutor (Borderless)		EN	9.18	2	0.309999	3.3769	1.04684	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125976?lang=JP	DMR	Hunting Grounds (Retro Frame)		JP	0.76	4	0.02	2.63158	0.0526316	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126052?lang=JP	DMR	Hunting Grounds (Borderless)		JP	0.76	10	0.85	111.842	95.0658	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/125995?lang=JP	DMR	Gauntlet of Power (Retro Frame)		JP	1.53	3	0.27	17.6471	4.76471	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126054?lang=JP	DMR	Gauntlet of Power (Borderless)		JP	1.53	25	0.82	53.5948	43.9477	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126511?lang=JP	DMR	Gauntlet of Power (Borderless)	Foil	JP	4.59	22	0.62	13.5076	8.37472	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126513?lang=JP	DMR	Jester's Cap (Borderless)	Foil	JP	1.14	16	0.2	17.5439	3.50877	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126009?lang=JP	DMR	Urza's Incubator (Retro Frame)		JP	7.65	2	8.65	113.072	978.072	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126060?lang=JP	DMR	Urza's Incubator (Borderless)		JP	7.65	57	8.35	109.15	911.405	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126466?lang=JP	DMR	Urza's Incubator (Retro Frame)	Foil	JP	15.3	22	6.19	40.4575	250.432	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126517?lang=JP	DMR	Urza's Incubator (Borderless)	Foil	JP	15.3	33	11.43	74.7059	853.888	C
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126009?lang=EN	DMR	Urza's Incubator (Retro Frame)		EN	15.3	1	0.999999	6.53595	6.53594	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126010?lang=JP	DMR	Clifftop Retreat (Retro Frame)	Foil	JP	2.29	30	1.32	57.6419	76.0873	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126010?lang=EN	DMR	Clifftop Retreat (Retro Frame)	Foil	EN	2.29	2	1.32	57.6419	76.0873	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126520?lang=JP	DMR	Maze of Ith (Borderless)	Foil	JP	7.65	22	0.0499997	0.653589	0.0326793	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/126018?lang=JP	DMR	Woodland Cemetery (Retro Frame)		JP	1.37	29	0.25	18.2482	4.56204	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117435?lang=JP	DMU	Karn, Living Legacy	Foil	JP	2.29	12	0.46	20.0873	9.24018	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117832?lang=JP	DMU	Defiler of Faith	Foil	JP	0.76	3	0.14	18.4211	2.57895	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117457?lang=JP	DMU	Knight of Dawn's Light	Foil	JP	0.22	19	0.03	13.6364	0.409091	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117457?lang=EN	DMU	Knight of Dawn's Light	Foil	EN	0.22	18	0.03	13.6364	0.409091	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117459?lang=JP	DMU	Love Song of Night and Day	Foil	JP	0.22	14	0.05	22.7273	1.13636	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117459?lang=EN	DMU	Love Song of Night and Day	Foil	EN	0.22	13	0.05	22.7273	1.13636	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117463?lang=JP	DMU	Resolute Reinforcements	Foil	JP	1.14	53	0.34	29.8246	10.1404	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117463?lang=EN	DMU	Resolute Reinforcements	Foil	EN	1.14	9	0.34	29.8246	10.1404	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117472?lang=JP	DMU	Valiant Veteran	Foil	JP	1.14	13	0.16	14.0351	2.24561	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117473?lang=JP	DMU	Wingmantle Chaplain	Foil	JP	0.22	20	0.21	95.4546	20.0455	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117473?lang=EN	DMU	Wingmantle Chaplain	Foil	EN	0.22	14	0.21	95.4546	20.0455	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117476?lang=JP	DMU	Aether Channeler	Foil	JP	1.37	19	0.05	3.64963	0.182481	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117478?lang=JP	DMU	Combat Research	Foil	JP	0.76	16	2.11	277.632	585.803	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117490?lang=JP	DMU	Joint Exploration	Foil	JP	0.38	14	0.61	160.526	97.9211	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117491?lang=EN	DMU	Micromancer	Foil	EN	0.22	3	0.02	9.09091	0.181818	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117492?lang=JP	DMU	Negate	Foil	JP	0.15	19	0.03	20	0.6	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117492?lang=EN	DMU	Negate	Foil	EN	0.15	1	0.03	20	0.6	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117496?lang=JP	DMU	Protect the Negotiators	Foil	JP	0.22	7	0.1	45.4545	4.54545	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117493?lang=JP	DMU	The Phasing of Zhalfir	Foil	JP	0.38	3	0.00999999	2.63158	0.0263158	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117506?lang=JP	DMU	Tolarian Terror	Foil	JP	1.53	9	0.88	57.5163	50.6144	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117507?lang=JP	DMU	Vesuvan Duplimancy	Foil	JP	2.29	11	2.22	96.9432	215.214	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117507?lang=EN	DMU	Vesuvan Duplimancy	Foil	EN	3.06	1	1.45	47.3856	68.7092	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117519?lang=JP	DMU	Braids's Frightful Return	Foil	JP	0.22	18	0.08	36.3636	2.90909	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117519?lang=EN	DMU	Braids's Frightful Return	Foil	EN	0.22	10	0.08	36.3636	2.90909	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117524?lang=JP	DMU	Defiler of Flesh	Foil	JP	0.38	11	0.19	50	9.5	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117530?lang=JP	DMU	Knight of Dusk's Shadow	Foil	JP	0.22	8	0.11	50	5.5	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117530?lang=EN	DMU	Knight of Dusk's Shadow	Foil	EN	0.22	9	0.11	50	5.5	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117553?lang=JP	DMU	Defiler of Instinct	Foil	JP	0.76	8	0.05	6.57895	0.328947	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117553?lang=EN	DMU	Defiler of Instinct	Foil	EN	0.76	3	0.05	6.57895	0.328947	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117556?lang=JP	DMU	Electrostatic Infantry	Foil	JP	0.38	11	1.06	278.947	295.684	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117574?lang=JP	DMU	Phoenix Chick	Foil	JP	0.76	7	3.04	400	1216	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117574?lang=EN	DMU	Phoenix Chick	Foil	EN	0.76	1	3.04	400	1216	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117577?lang=EN	DMU	Shivan Devastator	Foil	EN	3.82	2	1.24	32.4607	40.2513	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117578?lang=JP	DMU	Smash to Dust	Foil	JP	0.76	14	2.18	286.842	625.316	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117579?lang=JP	DMU	Sprouting Goblin	Foil	JP	0.22	20	0.08	36.3636	2.90909	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117579?lang=EN	DMU	Sprouting Goblin	Foil	EN	0.22	6	0.08	36.3636	2.90909	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117583?lang=JP	DMU	Twinferno	Foil	JP	0.61	10	2.24	367.213	822.557	B
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117593?lang=JP	DMU	Deathbloom Gardener	Foil	JP	0.15	10	0.1	66.6667	6.66667	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117593?lang=EN	DMU	Deathbloom Gardener	Foil	EN	0.15	19	0.1	66.6667	6.66667	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117594?lang=JP	DMU	Defiler of Vigor	Foil	JP	1.53	38	2.55	166.667	425	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117601?lang=JP	DMU	Leaf-Crowned Visionary	Foil	JP	1.91	30	1.87	97.9058	183.084	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117871?lang=JP	DMU	Leaf-Crowned Visionary	Foil	JP	1.53	1	2.25	147.059	330.882	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117601?lang=EN	DMU	Leaf-Crowned Visionary	Foil	EN	1.91	1	1.87	97.9058	183.084	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117611?lang=JP	DMU	Silverback Elder	Foil	JP	3.06	3	4.8	156.863	752.941	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117622?lang=JP	DMU	The Weatherseed Treaty	Foil	JP	0.22	24	0.01	4.54546	0.0454546	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117622?lang=EN	DMU	The Weatherseed Treaty	Foil	EN	0.22	7	0.01	4.54546	0.0454546	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117634?lang=JP	DMU	Garna, Bloodfist of Keld	Foil	JP	0.22	14	0.2	90.9091	18.1818	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117634?lang=EN	DMU	Garna, Bloodfist of Keld	Foil	EN	0.22	15	0.2	90.9091	18.1818	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117639?lang=JP	DMU	Lagomos, Hand of Hatred	Foil	JP	0.22	14	0.09	40.9091	3.68182	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117639?lang=EN	DMU	Lagomos, Hand of Hatred	Foil	EN	0.22	11	0.09	40.9091	3.68182	D
Hareruya	https://www.hareruyamtg.com/ja/products/detail/117649?lang=JP	DMU	Rivaz of the Claw	Foil	JP	0.76	3	0.21	27.6316	5.80263	D
